filename,plate_text,x,y,w,h,notes
4012.jpg,皖A·D11167,126,509,446,98,ccpd_tilt=90_250
4013.jpg,皖A·D02441,198,430,279,171,ccpd_tilt=103_249
4014.jpg,皖A·D18989,106,511,397,109,ccpd_tilt=95_227
4015.jpg,皖A·D59091,142,502,418,104,ccpd_tilt=91_251
4016.jpg,皖A·D11898,129,490,427,102,ccpd_tilt=90_242
4017.jpg,皖A·D75258,73,512,462,94,ccpd_tilt=90_242
4018.jpg,皖A·D16000,183,509,375,116,ccpd_tilt=93_242
4019.jpg,皖A·D19979,212,125,325,148,ccpd_tilt=83_90
4020.jpg,皖A·D19979,80,473,437,100,ccpd_tilt=90_250
4021.jpg,皖A·D58222,128,528,437,100,ccpd_tilt=90_257
4022.jpg,皖A·D69993,154,461,452,97,ccpd_tilt=90_254
4023.jpg,皖A·D38879,179,495,362,121,ccpd_tilt=94_247
4024.jpg,皖A·D41988,108,468,424,103,ccpd_tilt=90_250
4025.jpg,皖A·D09026,127,554,469,93,ccpd_tilt=90_254
4026.jpg,皖A·F16688,110,470,464,94,ccpd_tilt=90_242
4027.jpg,皖A·D16677,146,513,470,93,ccpd_tilt=90_251
4028.jpg,皖A·D32872,177,495,454,97,ccpd_tilt=90_243
4029.jpg,皖A·F07009,131,479,454,96,ccpd_tilt=90_264
4030.jpg,湘E·D66666,163,500,404,108,ccpd_tilt=91_247
4031.jpg,皖A·F03713,139,507,435,101,ccpd_tilt=90_248
4032.jpg,皖A·D19096,177,539,345,127,ccpd_tilt=96_244
4033.jpg,苏C·D00994,101,501,455,96,ccpd_tilt=91_257
4034.jpg,苏C·D01259,165,526,413,106,ccpd_tilt=90_257
4035.jpg,皖A·D07655,200,437,330,147,ccpd_tilt=83_253
4036.jpg,皖A·D19666,224,468,330,147,ccpd_tilt=98_102
4037.jpg,皖A·DB9675,145,501,431,101,ccpd_tilt=89_248
4038.jpg,皖A·D11000,168,532,422,104,ccpd_tilt=93_228
4039.jpg,皖A·DB8617,161,564,401,110,ccpd_tilt=95_245
4040.jpg,皖A·D20997,232,502,436,100,ccpd_tilt=91_260
4041.jpg,皖A·D06691,129,512,418,105,ccpd_tilt=92_249
4042.jpg,皖A·D99923,96,513,508,86,ccpd_tilt=90_246
4043.jpg,皖A·D12888,124,501,446,98,ccpd_tilt=90_250
4044.jpg,皖A·F00116,142,392,392,124,ccpd_tilt=85_242
4045.jpg,皖A·F01662,212,513,279,157,ccpd_tilt=79_271
4046.jpg,皖A·D10883,101,486,490,90,ccpd_tilt=91_251
4047.jpg,皖A·D29292,190,396,331,146,ccpd_tilt=100_109
4048.jpg,皖A·D09960,244,436,290,168,ccpd_tilt=103_250
4049.jpg,皖A·D53988,109,507,447,99,ccpd_tilt=90_246
4050.jpg,皖A·D19083,154,499,447,98,ccpd_tilt=90_246
4051.jpg,皖A·F16999,292,472,230,192,ccpd_tilt=67_241
4052.jpg,皖A·F01608,195,491,424,104,ccpd_tilt=89_251
4053.jpg,皖A·D01668,147,480,424,104,ccpd_tilt=91_261
4054.jpg,皖A·D38240,165,517,380,116,ccpd_tilt=93_236
4055.jpg,皖A·D29980,288,346,327,149,ccpd_tilt=97_257
4056.jpg,皖A·D08212,265,462,337,145,ccpd_tilt=97_247
4057.jpg,皖A·D15922,97,499,504,87,ccpd_tilt=90_250
4058.jpg,皖A·D81682,112,496,420,105,ccpd_tilt=91_259
4059.jpg,皖A·D43955,169,479,429,103,ccpd_tilt=91_258
4060.jpg,皖A·D00169,152,469,387,126,ccpd_tilt=96_112
4061.jpg,皖A·D11000,123,531,469,94,ccpd_tilt=90_250
4062.jpg,皖A·D23068,277,426,291,168,ccpd_tilt=101_243
4063.jpg,皖A·D41988,174,472,434,102,ccpd_tilt=90_241
4064.jpg,皖A·D47488,177,501,367,120,ccpd_tilt=94_242
4065.jpg,皖A·D41988,135,476,425,104,ccpd_tilt=89_254
4066.jpg,皖A·D48084,152,499,412,107,ccpd_tilt=91_232
4067.jpg,皖A·D45618,101,485,470,95,ccpd_tilt=89_249
4068.jpg,皖A·D35888,110,470,476,93,ccpd_tilt=90_252
4069.jpg,皖A·D86768,136,486,413,108,ccpd_tilt=91_251
4070.jpg,皖A·D46828,159,465,368,120,ccpd_tilt=91_260
4071.jpg,苏C·D00272,172,511,445,99,ccpd_tilt=92_220
4072.jpg,皖A·F17711,228,469,300,148,ccpd_tilt=94_262
4073.jpg,皖A·D43383,158,518,401,111,ccpd_tilt=92_250
4074.jpg,皖A·D98718,127,523,431,102,ccpd_tilt=92_243
4075.jpg,皖A·D35168,153,412,355,138,ccpd_tilt=96_252
4076.jpg,皖A·D45955,132,506,466,95,ccpd_tilt=90_254
4077.jpg,皖A·D18268,213,469,362,123,ccpd_tilt=82_242
4078.jpg,皖A·D13727,138,525,427,104,ccpd_tilt=91_257
4079.jpg,皖A·DB6386,159,489,376,118,ccpd_tilt=93_253
4080.jpg,皖A·F19988,111,496,419,106,ccpd_tilt=92_241
4081.jpg,皖A·D53886,137,493,457,97,ccpd_tilt=90_255
4082.jpg,皖A·D05518,104,453,457,97,ccpd_tilt=91_238
4083.jpg,皖A·D79881,112,523,452,98,ccpd_tilt=90_251
4084.jpg,皖A·F00168,178,443,365,134,ccpd_tilt=94_249
4085.jpg,皖A·D31061,152,483,424,105,ccpd_tilt=91_259
4086.jpg,沪A·FH9661,180,496,384,116,ccpd_tilt=93_267
4087.jpg,皖A·D16609,230,449,354,126,ccpd_tilt=87_265
4088.jpg,皖A·D67878,119,552,468,95,ccpd_tilt=90_259
4089.jpg,皖A·DB1859,78,527,438,102,ccpd_tilt=90_253
4090.jpg,皖A·D19535,126,412,338,146,ccpd_tilt=95_250
4091.jpg,皖A·D01621,229,437,354,139,ccpd_tilt=95_245
4092.jpg,皖A·D18769,362,446,302,148,ccpd_tilt=81_257
4093.jpg,皖A·F00787,165,500,396,112,ccpd_tilt=94_230
4094.jpg,皖A·D38881,123,465,434,102,ccpd_tilt=91_247
4095.jpg,皖A·D17988,174,496,343,131,ccpd_tilt=87_260
4096.jpg,皖A·D16896,146,479,439,102,ccpd_tilt=89_259
4097.jpg,皖A·D08815,232,455,352,127,ccpd_tilt=96_248
4098.jpg,皖A·D18001,106,448,492,91,ccpd_tilt=90_223
4099.jpg,皖A·DA8062,135,484,444,101,ccpd_tilt=88_244
4100.jpg,皖A·D26399,113,584,449,99,ccpd_tilt=90_251
4101.jpg,皖A·D11110,152,539,454,99,ccpd_tilt=90_254
4102.jpg,皖A·D19985,100,496,454,99,ccpd_tilt=91_253
4103.jpg,皖A·D11824,170,501,382,117,ccpd_tilt=94_227
4104.jpg,皖A·D61555,219,401,327,137,ccpd_tilt=81_259
4105.jpg,皖A·D69332,158,457,413,108,ccpd_tilt=91_261
4106.jpg,皖A·F07698,159,548,397,112,ccpd_tilt=92_248
4107.jpg,皖A·D13789,117,479,465,96,ccpd_tilt=90_262
4108.jpg,皖A·D98718,121,494,476,94,ccpd_tilt=90_256
4109.jpg,皖A·D35199,121,537,450,99,ccpd_tilt=90_258
4110.jpg,皖A·D46087,231,499,369,121,ccpd_tilt=92_249
4111.jpg,苏C·D03009,165,526,418,107,ccpd_tilt=92_250
4112.jpg,皖A·D51055,179,489,383,117,ccpd_tilt=92_236
4113.jpg,皖A·D00100,148,515,436,103,ccpd_tilt=91_247
4114.jpg,皖A·DA9281,127,501,451,99,ccpd_tilt=90_257
4115.jpg,皖A·D12777,118,523,451,99,ccpd_tilt=90_260
4116.jpg,皖A·D19760,182,462,351,128,ccpd_tilt=87_261
4117.jpg,皖A·D85369,166,502,370,121,ccpd_tilt=92_257
4118.jpg,皖A·D09999,11,356,259,192,ccpd_tilt=110_241
4119.jpg,皖A·D12826,169,539,428,105,ccpd_tilt=93_224
4120.jpg,皖A·D44333,106,500,467,96,ccpd_tilt=91_258
4121.jpg,皖A·D88940,141,526,442,102,ccpd_tilt=90_234
4122.jpg,苏C·D08516,148,502,433,104,ccpd_tilt=92_250
4123.jpg,皖A·DC0658,90,512,473,95,ccpd_tilt=90_253
4124.jpg,皖A·D41988,214,507,269,168,ccpd_tilt=107_239
4125.jpg,皖A·D48522,133,499,420,107,ccpd_tilt=88_261
4126.jpg,皖A·D80706,114,500,490,92,ccpd_tilt=91_234
4127.jpg,皖A·D18978,152,499,332,135,ccpd_tilt=85_261
4128.jpg,皖A·D10812,183,499,349,129,ccpd_tilt=93_243
4129.jpg,皖A·D29956,96,532,443,102,ccpd_tilt=91_253
4130.jpg,皖A·D13888,155,509,439,103,ccpd_tilt=90_266
4131.jpg,皖A·F12388,143,559,430,105,ccpd_tilt=89_254
4132.jpg,皖A·DA9281,182,491,333,136,ccpd_tilt=95_252
4133.jpg,皖A·D06565,154,500,449,100,ccpd_tilt=89_260
4134.jpg,皖A·D37963,125,532,449,101,ccpd_tilt=91_248
4135.jpg,皖A·D10121,158,496,379,120,ccpd_tilt=90_267
4136.jpg,皖A·D12777,139,491,426,106,ccpd_tilt=91_254
4137.jpg,皖A·DB9761,142,530,435,104,ccpd_tilt=90_263
4138.jpg,苏C·D03075,196,470,435,104,ccpd_tilt=92_261
4139.jpg,皖A·D59155,128,528,440,103,ccpd_tilt=90_249
4140.jpg,苏C·D07207,209,486,394,115,ccpd_tilt=86_257
4141.jpg,皖A·D08866,148,520,418,109,ccpd_tilt=89_243
4142.jpg,皖A·D10121,133,526,445,102,ccpd_tilt=90_250
4143.jpg,皖A·D00219,216,376,320,156,ccpd_tilt=100_253
4144.jpg,皖A·DA8062,89,520,432,105,ccpd_tilt=92_243
4145.jpg,皖A·D48969,181,454,415,109,ccpd_tilt=89_227
4146.jpg,皖A·F16660,179,526,374,121,ccpd_tilt=90_260
4147.jpg,皖A·D66178,156,528,433,105,ccpd_tilt=92_232
4148.jpg,皖A·D09991,217,409,310,162,ccpd_tilt=100_240
4149.jpg,皖A·D30963,133,495,462,99,ccpd_tilt=91_257
4150.jpg,皖A·D01116,128,527,452,101,ccpd_tilt=90_243
4151.jpg,皖A·D01668,210,586,389,117,ccpd_tilt=92_233
4152.jpg,皖A·D06565,103,485,443,103,ccpd_tilt=91_254
4153.jpg,皖A·F12999,119,496,443,103,ccpd_tilt=92_242
4154.jpg,皖A·D19966,224,532,318,144,ccpd_tilt=83_243
4155.jpg,皖A·D18525,89,575,448,102,ccpd_tilt=91_257
4156.jpg,皖A·D13800,153,507,463,99,ccpd_tilt=90_264
4157.jpg,皖A·D04958,142,536,453,100,ccpd_tilt=91_251
4158.jpg,皖A·DT1161,250,410,284,177,ccpd_tilt=80_275
4159.jpg,皖A·D17188,188,493,426,107,ccpd_tilt=91_254
4160.jpg,皖A·D48108,137,507,435,105,ccpd_tilt=90_257
4161.jpg,皖A·D59939,117,515,475,96,ccpd_tilt=90_249
4162.jpg,皖A·D18766,131,527,475,96,ccpd_tilt=90_249
4163.jpg,皖A·DA1700,91,511,475,96,ccpd_tilt=90_255
4164.jpg,皖A·D07658,139,491,431,106,ccpd_tilt=91_245
4165.jpg,皖A·D88451,132,490,431,106,ccpd_tilt=93_225
4166.jpg,皖A·D41988,122,470,492,93,ccpd_tilt=90_258
4167.jpg,皖A·D69444,130,520,470,98,ccpd_tilt=90_246
4168.jpg,皖A·D00916,104,486,465,99,ccpd_tilt=89_243
4169.jpg,皖A·D02822,110,489,460,99,ccpd_tilt=90_248
4170.jpg,皖A·D18928,140,474,399,115,ccpd_tilt=90_263
4171.jpg,皖A·D32928,143,495,419,110,ccpd_tilt=89_247
4172.jpg,皖A·D62000,136,496,419,110,ccpd_tilt=93_240
4173.jpg,皖A·D13145,126,509,471,98,ccpd_tilt=90_253
4174.jpg,皖A·D05869,167,401,411,112,ccpd_tilt=92_253
4175.jpg,皖A·D12777,150,525,446,103,ccpd_tilt=91_258
4176.jpg,皖A·D55644,155,527,451,102,ccpd_tilt=91_242
4177.jpg,皖A·F09092,132,528,461,100,ccpd_tilt=90_250
4178.jpg,皖A·D55788,157,485,420,110,ccpd_tilt=87_247
4179.jpg,皖A·F07376,158,527,467,98,ccpd_tilt=90_247
4180.jpg,皖A·D33667,187,470,284,162,ccpd_tilt=75_233
4181.jpg,皖A·DC3882,109,473,372,124,ccpd_tilt=87_246
4182.jpg,皖A·F08582,145,506,369,125,ccpd_tilt=95_235
4183.jpg,皖A·D23365,126,263,318,160,ccpd_tilt=99_255
4184.jpg,皖A·F05556,138,543,443,104,ccpd_tilt=91_252
4185.jpg,苏C·D02020,142,531,417,111,ccpd_tilt=88_269
4186.jpg,皖A·D80892,119,480,468,98,ccpd_tilt=90_256
4187.jpg,皖A·D06691,121,522,439,105,ccpd_tilt=88_258
4188.jpg,皖A·D35322,124,507,439,105,ccpd_tilt=91_262
4189.jpg,皖A·F16168,230,450,337,151,ccpd_tilt=98_254
4190.jpg,皖A·DB9418,129,537,394,117,ccpd_tilt=86_239
4191.jpg,皖A·D82868,123,504,496,93,ccpd_tilt=90_225
4192.jpg,皖A·D15566,131,554,469,99,ccpd_tilt=90_238
4193.jpg,皖A·F00160,136,479,450,103,ccpd_tilt=92_250
4194.jpg,苏C·D05213,131,506,465,100,ccpd_tilt=91_253
4195.jpg,皖A·D32737,153,449,460,101,ccpd_tilt=89_255
4196.jpg,皖A·F19999,97,491,407,114,ccpd_tilt=90_243
4197.jpg,皖A·D15150,119,432,410,125,ccpd_tilt=94_105
4198.jpg,皖A·D09991,149,485,428,109,ccpd_tilt=91_244
4199.jpg,皖A·F08068,143,518,466,100,ccpd_tilt=90_253
4200.jpg,皖A·F18805,91,509,477,98,ccpd_tilt=90_255
4201.jpg,皖A·D43129,146,502,477,97,ccpd_tilt=90_262
4202.jpg,皖A·D19535,117,543,386,121,ccpd_tilt=92_240
4203.jpg,皖A·DB0658,96,500,274,169,ccpd_tilt=78_239
4204.jpg,皖A·D15566,124,493,452,103,ccpd_tilt=90_247
4205.jpg,皖A·D88803,88,501,467,99,ccpd_tilt=90_243
4206.jpg,皖A·D65516,119,537,462,101,ccpd_tilt=90_245
4207.jpg,皖A·D46536,133,509,462,101,ccpd_tilt=90_253
4208.jpg,皖A·D39569,153,491,405,115,ccpd_tilt=93_240
4209.jpg,皖A·D88940,172,501,417,111,ccpd_tilt=92_242
4210.jpg,皖A·D09991,249,384,313,164,ccpd_tilt=101_238
4211.jpg,皖A·D38811,136,548,448,104,ccpd_tilt=91_254
4212.jpg,皖A·D26399,138,489,463,100,ccpd_tilt=90_242
4213.jpg,皖A·D58222,117,518,474,99,ccpd_tilt=89_251
4214.jpg,皖A·D10082,128,549,474,98,ccpd_tilt=90_243
4215.jpg,皖A·D15566,122,522,474,98,ccpd_tilt=91_226
4216.jpg,皖A·D19555,140,502,440,106,ccpd_tilt=91_245
4217.jpg,皖A·D07658,144,516,378,124,ccpd_tilt=86_254
4218.jpg,皖A·D19277,143,465,403,128,ccpd_tilt=94_87
4219.jpg,皖A·D09909,227,483,274,171,ccpd_tilt=74_276
4220.jpg,皖A·F05705,123,457,415,113,ccpd_tilt=91_241
4221.jpg,皖A·D58222,262,495,441,106,ccpd_tilt=91_260
4222.jpg,皖A·D55660,124,461,460,102,ccpd_tilt=90_250
4223.jpg,皖A·D07658,127,444,465,100,ccpd_tilt=91_259
4224.jpg,皖A·DB9330,147,536,428,109,ccpd_tilt=94_245
4225.jpg,皖A·D57566,112,517,522,90,ccpd_tilt=90_246
4226.jpg,皖A·D13398,130,481,481,97,ccpd_tilt=90_256
4227.jpg,皖A·D16588,132,525,437,107,ccpd_tilt=91_250
4228.jpg,皖A·D68802,182,547,476,98,ccpd_tilt=90_237
4229.jpg,皖A·D82258,141,486,471,100,ccpd_tilt=90_235
4230.jpg,苏C·D03009,140,509,433,109,ccpd_tilt=89_260
4231.jpg,皖A·D46087,116,476,466,100,ccpd_tilt=90_260
4232.jpg,苏C·D05276,129,512,461,101,ccpd_tilt=91_251
4233.jpg,皖A·D41988,100,484,461,102,ccpd_tilt=91_256
4234.jpg,皖A·F02980,152,493,421,112,ccpd_tilt=93_234
4235.jpg,皖A·F18158,180,518,352,134,ccpd_tilt=93_250
4236.jpg,皖A·D48522,133,491,472,99,ccpd_tilt=90_255
4237.jpg,皖A·DA9281,158,485,457,103,ccpd_tilt=89_263
4238.jpg,皖A·D32066,118,520,483,98,ccpd_tilt=89_257
4239.jpg,皖A·D33438,300,403,224,210,ccpd_tilt=115_231
4240.jpg,皖A·D65718,101,485,426,111,ccpd_tilt=92_237
4241.jpg,皖A·D26399,179,459,297,159,ccpd_tilt=95_256
4242.jpg,沪A·FE2938,179,387,360,144,ccpd_tilt=97_256
4243.jpg,皖A·D18686,138,491,444,106,ccpd_tilt=90_243
4244.jpg,皖A·D18111,115,516,501,94,ccpd_tilt=90_253
4245.jpg,皖A·D26629,210,495,403,117,ccpd_tilt=93_234
4246.jpg,皖A·D56718,143,494,464,102,ccpd_tilt=91_246
4247.jpg,皖A·D00064,115,378,322,162,ccpd_tilt=99_249
4248.jpg,皖A·DB9189,138,473,450,105,ccpd_tilt=90_251
4249.jpg,皖A·F03788,95,509,527,90,ccpd_tilt=90_249
4250.jpg,皖A·D15398,107,511,475,99,ccpd_tilt=90_262
4251.jpg,皖A·D18100,114,515,470,101,ccpd_tilt=90_248
4252.jpg,皖A·D69993,173,461,460,103,ccpd_tilt=90_255
4253.jpg,皖A·D12368,220,398,316,165,ccpd_tilt=101_256
4254.jpg,皖A·D46656,161,499,412,114,ccpd_tilt=92_233
4255.jpg,皖A·D16660,129,486,451,106,ccpd_tilt=89_253
4256.jpg,皖A·F05958,247,430,269,176,ccpd_tilt=74_273
4257.jpg,皖A·D69669,169,515,358,132,ccpd_tilt=87_266
4258.jpg,皖A·D46828,118,502,456,104,ccpd_tilt=89_250
4259.jpg,皖A·F00708,122,506,456,104,ccpd_tilt=91_242
4260.jpg,皖A·D12238,127,544,498,96,ccpd_tilt=90_265
4261.jpg,皖A·D12340,149,513,429,110,ccpd_tilt=91_246
4262.jpg,皖A·DC2281,120,486,466,102,ccpd_tilt=90_249
4263.jpg,皖A·D66929,80,541,510,93,ccpd_tilt=90_229
4264.jpg,苏C·D06424,139,496,447,106,ccpd_tilt=92_255
4265.jpg,皖A·F16668,141,495,482,99,ccpd_tilt=90_238
4266.jpg,皖A·D41246,104,522,493,96,ccpd_tilt=90_261
4267.jpg,皖A·F06758,108,490,477,99,ccpd_tilt=90_252
4268.jpg,皖A·D40035,135,458,443,107,ccpd_tilt=91_261
4269.jpg,皖A·D65516,159,547,430,110,ccpd_tilt=90_255
4270.jpg,皖A·F07089,87,516,467,102,ccpd_tilt=90_264
4271.jpg,皖A·D32872,153,504,422,113,ccpd_tilt=91_270
4272.jpg,皖A·F12999,107,532,483,99,ccpd_tilt=88_233
4273.jpg,皖A·D11138,118,526,453,105,ccpd_tilt=92_243
4274.jpg,皖A·D55776,237,500,243,196,ccpd_tilt=73_251
4275.jpg,皖A·F16688,121,484,473,101,ccpd_tilt=90_248
4276.jpg,皖A·D10082,124,532,473,101,ccpd_tilt=90_256
4277.jpg,皖S·D05829,134,481,454,105,ccpd_tilt=89_256
4278.jpg,皖A·D31606,106,486,314,153,ccpd_tilt=98_241
4279.jpg,皖A·D04222,134,474,352,150,ccpd_tilt=98_107
4280.jpg,皖A·D07168,124,397,371,142,ccpd_tilt=95_248
4281.jpg,皖A·D19979,243,473,371,143,ccpd_tilt=95_249
4282.jpg,皖A·F01990,174,506,433,111,ccpd_tilt=91_261
4283.jpg,皖A·D52788,217,489,451,106,ccpd_tilt=92_242
4284.jpg,粤B·D50729,158,445,363,145,ccpd_tilt=97_254
4285.jpg,皖A·F16658,97,504,429,112,ccpd_tilt=90_251
4286.jpg,皖A·D15161,92,527,481,100,ccpd_tilt=90_244
4287.jpg,皖A·D12777,111,512,481,99,ccpd_tilt=90_256
4288.jpg,皖A·D12346,85,384,406,130,ccpd_tilt=94_257
4289.jpg,皖A·D66222,84,517,510,94,ccpd_tilt=90_247
4290.jpg,皖A·D15922,114,480,457,105,ccpd_tilt=91_238
4291.jpg,皖A·D11172,130,495,472,102,ccpd_tilt=90_257
4292.jpg,皖A·D19019,138,447,472,102,ccpd_tilt=90_257
4293.jpg,皖A·D50550,140,518,467,103,ccpd_tilt=90_258
4294.jpg,皖A·D48108,129,495,448,107,ccpd_tilt=91_249
4295.jpg,皖A·D71716,103,528,343,140,ccpd_tilt=97_245
4296.jpg,皖A·F00095,127,483,458,105,ccpd_tilt=91_246
4297.jpg,皖A·D10121,124,500,478,100,ccpd_tilt=90_253
4298.jpg,皖A·D48108,100,504,449,107,ccpd_tilt=92_244
4299.jpg,皖A·D38811,93,522,489,98,ccpd_tilt=91_248
4300.jpg,皖A·D85118,278,406,246,195,ccpd_tilt=117_211
4301.jpg,皖A·D44221,141,511,436,110,ccpd_tilt=92_242
4302.jpg,皖A·F00116,110,544,479,101,ccpd_tilt=92_249
4303.jpg,皖A·D12777,133,506,474,102,ccpd_tilt=91_250
4304.jpg,皖A·D53199,199,494,334,145,ccpd_tilt=99_228
4305.jpg,皖A·D32366,241,412,274,176,ccpd_tilt=104_252
4306.jpg,皖A·F12999,124,494,437,111,ccpd_tilt=90_259
4307.jpg,皖A·D41988,170,465,460,105,ccpd_tilt=88_245
4308.jpg,皖A·DB1015,121,509,480,101,ccpd_tilt=90_248
4309.jpg,皖A·DB0505,147,496,460,105,ccpd_tilt=90_254
4310.jpg,皖A·D16816,159,465,311,155,ccpd_tilt=86_264
4311.jpg,皖A·D18525,123,484,475,102,ccpd_tilt=88_265
4312.jpg,皖A·D81806,124,523,465,104,ccpd_tilt=91_242
4313.jpg,皖A·D58660,117,507,508,95,ccpd_tilt=90_260
4314.jpg,皖A·D62000,129,501,481,100,ccpd_tilt=90_254
4315.jpg,苏C·D03009,122,527,461,105,ccpd_tilt=91_250
4316.jpg,苏C·D02020,164,483,434,112,ccpd_tilt=87_255
4317.jpg,湘E·D66666,123,506,466,104,ccpd_tilt=91_258
4318.jpg,皖A·D50550,143,478,457,106,ccpd_tilt=90_259
4319.jpg,皖A·D17533,121,454,462,105,ccpd_tilt=90_241
4320.jpg,皖A·DC7780,118,525,448,108,ccpd_tilt=92_231
4321.jpg,皖A·D10121,132,531,302,161,ccpd_tilt=99_257
4322.jpg,皖A·F06561,125,495,478,102,ccpd_tilt=90_256
4323.jpg,皖A·D72292,95,538,511,95,ccpd_tilt=90_246
4324.jpg,皖A·F05556,136,544,468,104,ccpd_tilt=88_246
4325.jpg,皖A·D00080,117,528,473,103,ccpd_tilt=90_257
4326.jpg,皖A·F00496,173,486,377,130,ccpd_tilt=96_230
4327.jpg,皖A·D51055,119,486,495,99,ccpd_tilt=90_255
4328.jpg,皖A·D66178,80,443,490,99,ccpd_tilt=90_256
4329.jpg,皖A·D66929,142,501,455,107,ccpd_tilt=91_255
4330.jpg,皖A·F00285,155,539,433,113,ccpd_tilt=95_214
4331.jpg,皖A·D08212,127,435,373,145,ccpd_tilt=95_244
4332.jpg,皖A·D16609,181,465,369,132,ccpd_tilt=95_244
4333.jpg,皖A·D83699,126,506,470,104,ccpd_tilt=90_255
4334.jpg,皖A·D68657,114,528,438,112,ccpd_tilt=92_255
4335.jpg,皖A·D06691,282,486,251,195,ccpd_tilt=65_232
4336.jpg,皖A·D09969,178,430,345,156,ccpd_tilt=99_100
4337.jpg,皖A·DB4566,120,494,503,98,ccpd_tilt=90_258
4338.jpg,皖A·D02325,130,390,358,151,ccpd_tilt=95_256
4339.jpg,苏C·D09630,118,489,457,107,ccpd_tilt=92_251
4340.jpg,皖A·D58222,79,504,527,93,ccpd_tilt=91_237
4341.jpg,沪A·D09757,273,432,246,220,ccpd_tilt=108_286
4342.jpg,皖A·D18111,119,494,462,106,ccpd_tilt=88_254
4343.jpg,皖A·D88233,123,542,477,103,ccpd_tilt=90_239
4344.jpg,皖A·D58222,90,491,472,104,ccpd_tilt=89_250
4345.jpg,皖A·D41456,103,518,444,111,ccpd_tilt=91_250
4346.jpg,皖A·D10082,216,363,269,201,ccpd_tilt=109_248
4347.jpg,皖A·D41988,106,505,458,107,ccpd_tilt=91_246
4348.jpg,皖A·F01389,86,523,516,95,ccpd_tilt=90_239
4349.jpg,皖A·D18222,118,490,488,100,ccpd_tilt=90_258
4350.jpg,皖A·D16896,103,499,483,101,ccpd_tilt=91_248
4351.jpg,皖A·F16677,195,491,454,108,ccpd_tilt=91_227
4352.jpg,皖A·D52009,121,494,454,108,ccpd_tilt=91_244
4353.jpg,皖A·F06789,191,412,314,173,ccpd_tilt=102_254
4354.jpg,皖A·D51298,165,590,441,112,ccpd_tilt=89_237
4355.jpg,皖A·DB3210,111,458,489,101,ccpd_tilt=90_254
4356.jpg,皖A·D56665,96,530,501,99,ccpd_tilt=90_254
4357.jpg,皖A·F05900,173,459,451,110,ccpd_tilt=92_229
4358.jpg,皖A·D26528,271,311,298,183,ccpd_tilt=104_255
4359.jpg,皖A·F07002,165,476,376,131,ccpd_tilt=94_248
4360.jpg,皖A·D44616,84,528,496,100,ccpd_tilt=90_236
4361.jpg,皖A·F02822,68,495,519,95,ccpd_tilt=90_240
4362.jpg,皖A·D86768,99,520,486,102,ccpd_tilt=89_250
4363.jpg,皖A·D75826,86,493,481,103,ccpd_tilt=90_251
4364.jpg,皖A·D48108,126,481,471,105,ccpd_tilt=91_252
4365.jpg,皖A·D40010,138,192,348,142,ccpd_tilt=88_256
4366.jpg,皖A·DT0972,199,454,406,134,ccpd_tilt=95_108
4367.jpg,皖A·F06585,123,442,362,151,ccpd_tilt=96_257
4368.jpg,皖A·D26345,79,534,458,108,ccpd_tilt=92_247
4369.jpg,皖A·F19988,124,548,493,100,ccpd_tilt=90_265
4370.jpg,皖A·D66929,44,491,504,98,ccpd_tilt=90_233
4371.jpg,皖A·D49666,116,511,468,106,ccpd_tilt=91_252
4372.jpg,皖A·D12340,110,525,483,103,ccpd_tilt=90_246
4373.jpg,皖A·D35199,124,459,483,103,ccpd_tilt=90_255
4374.jpg,皖A·D12340,87,505,494,101,ccpd_tilt=90_239
4375.jpg,皖A·F13366,96,543,494,101,ccpd_tilt=90_241
4376.jpg,皖A·D13210,232,481,299,166,ccpd_tilt=97_259
4377.jpg,皖A·D49555,136,502,450,110,ccpd_tilt=91_251
4378.jpg,皖A·D10010,114,530,523,95,ccpd_tilt=90_235
4379.jpg,皖A·D94395,116,501,490,101,ccpd_tilt=91_248
4380.jpg,皖A·D11125,130,544,480,104,ccpd_tilt=90_241
4381.jpg,皖A·D19986,119,516,480,104,ccpd_tilt=90_243
4382.jpg,皖A·D18217,229,505,374,134,ccpd_tilt=96_235
4383.jpg,皖A·DB5692,189,526,397,126,ccpd_tilt=87_264
4384.jpg,皖A·D49666,121,491,439,114,ccpd_tilt=92_250
4385.jpg,皖A·F00211,101,470,502,100,ccpd_tilt=90_251
4386.jpg,皖A·DC3089,98,573,481,104,ccpd_tilt=91_252
4387.jpg,皖A·DC3122,124,515,476,105,ccpd_tilt=90_228
4388.jpg,皖A·D10121,118,532,457,110,ccpd_tilt=91_239
4389.jpg,皖A·DB0866,113,504,472,106,ccpd_tilt=91_249
4390.jpg,皖A·D51051,109,494,472,106,ccpd_tilt=91_256
4391.jpg,皖A·D86768,138,530,449,112,ccpd_tilt=91_247
4392.jpg,皖A·D15998,159,420,392,141,ccpd_tilt=87_254
4393.jpg,皖A·D06869,185,428,335,166,ccpd_tilt=100_257
4394.jpg,皖A·DC5628,190,404,194,260,ccpd_tilt=122_300
4395.jpg,皖A·D58660,95,512,474,106,ccpd_tilt=91_259
4396.jpg,皖A·D07668,152,502,407,123,ccpd_tilt=96_222
4397.jpg,皖A·D83699,175,462,411,123,ccpd_tilt=89_265
4398.jpg,皖A·D58222,90,480,496,102,ccpd_tilt=90_242
